age,page,sex,psex,reldur,reldur_class,cohab,nkidsliv_class,relsat,prelsat,relint,prelint,tf_kiss,tf_hold,tf_hug,ptf_kiss,ptf_hold,ptf_hug,omo15i1_w2b,omo16i1_w2b,omo17i1_w2b,omo15i2_w2b,omo16i2_w2b,omo17i2_w2b,pomo15i1_w2b,pomo16i1_w2b,pomo17i1_w2b,pomo15i2_w2b,pomo16i2_w2b,pomo17i2_w2b
22,24,"Female","Male",1.666667,"0-2","Separate households","0","10 - Completely satisfied","8",29,25,"> 50x","11-20x","21-50x","6-10x","6-10x","6-10x","More than 50 times","11 to 20 times","21 to 50 times","More than 50 times","11 to 20 times","21 to 50 times","6 to 10 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times","11 to 20 times"
31,30,"Male","Female",,,"Cohabiting","0","8","10 - Completely satisfied",22,19,"11-20x","21-50x","21-50x","11-20x","11-20x","11-20x","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times"
37,41,"Female","Male",22.25,"21+","Cohabiting","2","8","8",19,19,"> 50x","21-50x","1-5x","21-50x","6-10x","1-5x","More than 50 times","21 to 50 times","1 to 5 times","More than 50 times","21 to 50 times","1 to 5 times","21 to 50 times","6 to 10 times","1 to 5 times","More than 50 times","11 to 20 times","11 to 20 times"
29,29,"Male","Female",12.25,"11-20","Cohabiting","1","8","9",15,21,"21-50x","11-20x","11-20x","11-20x","1-5x","1-5x","21 to 50 times","11 to 20 times","11 to 20 times","More than 50 times","21 to 50 times","21 to 50 times","11 to 20 times","1 to 5 times","1 to 5 times","11 to 20 times","1 to 5 times","1 to 5 times"
26,25,"Male","Female",8.166667,"6-10","Cohabiting","0","10 - Completely satisfied","8",23,22,"21-50x","11-20x","21-50x","21-50x","6-10x","21-50x","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","6 to 10 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times"
32,29,"Male","Female",9.416667,"6-10","Cohabiting","0","9","10 - Completely satisfied",21,24,"21-50x","11-20x","11-20x","11-20x","6-10x","11-20x","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times","11 to 20 times","6 to 10 times","11 to 20 times","11 to 20 times","11 to 20 times","21 to 50 times"
36,36,"Female","Male",6.333333,"6-10","Cohabiting","1","8","8",17,17,"11-20x","11-20x","11-20x","11-20x","11-20x","11-20x","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times"
45,51,"Female","Male",8.916667,"6-10","Cohabiting","2","8","7",18,19,"11-20x","6-10x","11-20x","6-10x","6-10x","6-10x","11 to 20 times","6 to 10 times","11 to 20 times","21 to 50 times","11 to 20 times","21 to 50 times","6 to 10 times","6 to 10 times","6 to 10 times","11 to 20 times","11 to 20 times","11 to 20 times"
33,33,"Male","Female",16,"11-20","Cohabiting","1","7","9",23,25,"21-50x","> 50x","11-20x","11-20x","21-50x","11-20x","21 to 50 times","More than 50 times","11 to 20 times","21 to 50 times","More than 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times"
33,30,"Female","Male",3,"3-5","Cohabiting","0","9","7",,20,"> 50x","> 50x","> 50x","21-50x","6-10x","1-5x","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","21 to 50 times","6 to 10 times","1 to 5 times","21 to 50 times","6 to 10 times","1 to 5 times"
24,44,"Female","Male",.5,"0-2","Cohabiting","0","9","8",22,,"> 50x","11-20x","21-50x","1-5x","6-10x","1-5x","More than 50 times","11 to 20 times","21 to 50 times","More than 50 times","11 to 20 times","21 to 50 times","1 to 5 times","6 to 10 times","1 to 5 times","11 to 20 times","11 to 20 times","11 to 20 times"
44,45,"Male","Female",25,"21+","Cohabiting","1","9","10 - Completely satisfied",25,25,"1-5x","6-10x","1-5x","11-20x","11-20x","11-20x","1 to 5 times","6 to 10 times","1 to 5 times","6 to 10 times","6 to 10 times","1 to 5 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times"
45,50,"Female","Male",26.83333,"21+","Cohabiting","3+","10 - Completely satisfied","9",25,24,"1-5x","1-5x","1-5x","1-5x","6-10x","1-5x","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","6 to 10 times","1 to 5 times","6 to 10 times","6 to 10 times","1 to 5 times"
39,39,"Female","Male",18.5,"11-20","Cohabiting","2","9","9",20,20,"6-10x","11-20x","1-5x","1-5x","1-5x","1-5x","6 to 10 times","11 to 20 times","1 to 5 times","6 to 10 times","11 to 20 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times"
33,31,"Male","Female",7.833333,"6-10","Cohabiting","1","7","7",21,18,"6-10x","1-5x","6-10x","11-20x","6-10x","11-20x","6 to 10 times","1 to 5 times","6 to 10 times","11 to 20 times","6 to 10 times","11 to 20 times","11 to 20 times","6 to 10 times","11 to 20 times","11 to 20 times","6 to 10 times","11 to 20 times"
25,23,"Male","Female",6.25,"6-10","Cohabiting","0","9","10 - Completely satisfied",27,22,"> 50x","11-20x","11-20x","> 50x","21-50x","> 50x","More than 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","More than 50 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times"
25,27,"Female","Male",5.583333,"3-5","Separate households","0","10 - Completely satisfied","7",27,,"6-10x","6-10x","6-10x","11-20x","6-10x","1-5x","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times","1 to 5 times","11 to 20 times","6 to 10 times","1 to 5 times"
36,37,"Male","Female",8,"6-10","Cohabiting","1","5","5",16,16,"1-5x","0x","1-5x","1-5x","1-5x","1-5x","1 to 5 times","Not at all","1 to 5 times","11 to 20 times","6 to 10 times","6 to 10 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times"
28,32,"Male","Female",.25,"0-2","Cohabiting","0","7","6",,,"11-20x","6-10x","6-10x","6-10x","6-10x","6-10x","11 to 20 times","6 to 10 times","6 to 10 times","21 to 50 times","11 to 20 times","11 to 20 times","6 to 10 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times","11 to 20 times"
36,32,"Female","Male",7.75,"6-10","Cohabiting","3+","10 - Completely satisfied","10 - Completely satisfied",24,26,"6-10x","21-50x","11-20x","21-50x","21-50x","21-50x","6 to 10 times","21 to 50 times","11 to 20 times","6 to 10 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times"
32,29,"Male","Female",8,"6-10","Cohabiting","0","9","9",24,23,"> 50x","> 50x","21-50x","21-50x","> 50x","21-50x","More than 50 times","More than 50 times","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","More than 50 times"
26,27,"Female","Male",8.416667,"6-10","Cohabiting","0","7","6",12,13,"6-10x","1-5x","1-5x","1-5x","1-5x","6-10x","6 to 10 times","1 to 5 times","1 to 5 times","11 to 20 times","6 to 10 times","11 to 20 times","1 to 5 times","1 to 5 times","6 to 10 times","6 to 10 times","1 to 5 times","6 to 10 times"
37,37,"Female","Male",13.08333,"11-20","Cohabiting","0","9","10 - Completely satisfied",18,,"11-20x","11-20x","6-10x","21-50x","1-5x","1-5x","11 to 20 times","11 to 20 times","6 to 10 times","21 to 50 times","11 to 20 times","6 to 10 times","21 to 50 times","1 to 5 times","1 to 5 times","21 to 50 times","6 to 10 times","6 to 10 times"
45,42,"Male","Female",17.25,"11-20","Cohabiting","1","6","3",17,14,"0x","0x","0x","0x","1-5x","1-5x","Not at all","Not at all","Not at all","6 to 10 times","6 to 10 times","1 to 5 times","Not at all","1 to 5 times","1 to 5 times","Not at all","1 to 5 times","Not at all"
32,30,"Male","Female",6.416667,"6-10","Cohabiting","3+","10 - Completely satisfied","3",22,24,"6-10x","1-5x","1-5x","1-5x","0x","1-5x","6 to 10 times","1 to 5 times","1 to 5 times","21 to 50 times","6 to 10 times","6 to 10 times","1 to 5 times","Not at all","1 to 5 times","1 to 5 times","11 to 20 times","11 to 20 times"
36,33,"Male","Female",9.666667,"6-10","Cohabiting","2","8","6",16,17,"6-10x","6-10x","6-10x","1-5x","1-5x","1-5x","6 to 10 times","6 to 10 times","6 to 10 times","11 to 20 times","11 to 20 times","6 to 10 times","1 to 5 times","1 to 5 times","1 to 5 times","11 to 20 times","11 to 20 times","11 to 20 times"
33,36,"Female","Male",13.91667,"11-20","Cohabiting","0","7","8",21,21,"6-10x","1-5x","1-5x","11-20x","11-20x","6-10x","6 to 10 times","1 to 5 times","1 to 5 times","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","11 to 20 times","6 to 10 times","21 to 50 times","21 to 50 times","11 to 20 times"
43,34,"Male","Female",4.666667,"3-5","Cohabiting","1","8","5",22,18,"6-10x","1-5x","1-5x","1-5x","1-5x","0x","6 to 10 times","1 to 5 times","1 to 5 times","11 to 20 times","11 to 20 times","11 to 20 times","1 to 5 times","1 to 5 times","Not at all","1 to 5 times","1 to 5 times","6 to 10 times"
36,35,"Male","Female",9.75,"6-10","Cohabiting","0","7","9",22,26,"6-10x","21-50x","21-50x","21-50x","11-20x","6-10x","6 to 10 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times","11 to 20 times","6 to 10 times","21 to 50 times","11 to 20 times","6 to 10 times"
34,33,"Male","Female",11.33333,"11-20","Cohabiting","2","8","8",20,,"21-50x","21-50x","11-20x","21-50x","11-20x","11-20x","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times"
33,31,"Male","Female",5.25,"3-5","Cohabiting","0","9","8",21,23,"0x","0x","0x","11-20x","11-20x","11-20x","Not at all","Not at all","Not at all","1 to 5 times","6 to 10 times","1 to 5 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times"
49,48,"Male","Female",27.33333,"21+","Cohabiting","3+","5","3",14,,"1-5x","0x","0x","1-5x","0x","0x","1 to 5 times","Not at all","Not at all","1 to 5 times","Not at all","Not at all","1 to 5 times","Not at all","Not at all","6 to 10 times","1 to 5 times","1 to 5 times"
30,27,"Female","Male",.75,"0-2","Separate households","0","9","9",27,22,"11-20x","6-10x","6-10x","11-20x","11-20x","11-20x","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","11 to 20 times","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times"
34,35,"Female","Male",14,"11-20","Cohabiting","2","8","8",19,20,"6-10x","6-10x","1-5x","6-10x","6-10x","6-10x","6 to 10 times","6 to 10 times","1 to 5 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","11 to 20 times","11 to 20 times","11 to 20 times"
33,35,"Female","Male",9.333333,"6-10","Cohabiting","2","8","8",21,19,"11-20x","11-20x","11-20x","11-20x","11-20x","11-20x","11 to 20 times","11 to 20 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times"
48,58,"Female","Male",15.58333,"11-20","Cohabiting","3+","9","8",28,26,"21-50x","11-20x","6-10x","6-10x","6-10x","6-10x","21 to 50 times","11 to 20 times","6 to 10 times","21 to 50 times","11 to 20 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","11 to 20 times","11 to 20 times","11 to 20 times"
40,43,"Female","Male",22.66667,"21+","Cohabiting","1","10 - Completely satisfied","8",25,18,"21-50x","21-50x","11-20x","21-50x","6-10x","6-10x","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","6 to 10 times","6 to 10 times","More than 50 times","6 to 10 times","11 to 20 times"
30,28,"Male","Diverse",6.166667,"6-10","Cohabiting","0","10 - Completely satisfied","9",22,24,"> 50x","21-50x","> 50x","21-50x","> 50x","21-50x","More than 50 times","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times","More than 50 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times"
51,54,"Male","Female",29.25,"21+","Cohabiting","2","9","9",24,22,"6-10x","1-5x","1-5x","1-5x","1-5x","1-5x","6 to 10 times","1 to 5 times","1 to 5 times","6 to 10 times","6 to 10 times","6 to 10 times","1 to 5 times","1 to 5 times","1 to 5 times","6 to 10 times","1 to 5 times","1 to 5 times"
43,40,"Male","Female",19.66667,"11-20","Cohabiting","2","7","9",16,,"21-50x","6-10x","6-10x","21-50x","6-10x","1-5x","21 to 50 times","6 to 10 times","6 to 10 times","21 to 50 times","6 to 10 times","6 to 10 times","21 to 50 times","6 to 10 times","1 to 5 times","More than 50 times","More than 50 times","11 to 20 times"
31,35,"Male","Female",2.083333,"0-2","Cohabiting","2","10 - Completely satisfied","9",26,28,"> 50x","> 50x","> 50x","> 50x","> 50x","> 50x","More than 50 times","More than 50 times","More than 50 times","No answer","No answer","No answer","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times"
36,31,"Female","Male",6.25,"6-10","Cohabiting","0","10 - Completely satisfied","10 - Completely satisfied",28,,"> 50x","> 50x","> 50x","> 50x","21-50x","21-50x","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times"
31,33,"Female","Male",15.16667,"11-20","Cohabiting","0","9","7",24,19,"6-10x","1-5x","1-5x","1-5x","1-5x","0x","6 to 10 times","1 to 5 times","1 to 5 times","11 to 20 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","Not at all","1 to 5 times","Not at all","Not at all"
45,53,"Female","Male",14.83333,"11-20","Cohabiting","2","8","9",24,25,"21-50x","11-20x","11-20x","> 50x","11-20x","11-20x","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","More than 50 times","11 to 20 times","11 to 20 times","More than 50 times","11 to 20 times","11 to 20 times"
42,41,"Female","Male",17.75,"11-20","Cohabiting","2","2","5",11,16,"0x","1-5x","0x","1-5x","1-5x","1-5x","Not at all","1 to 5 times","Not at all","Not at all","Not at all","Not at all","1 to 5 times","1 to 5 times","1 to 5 times","6 to 10 times","6 to 10 times","1 to 5 times"
21,22,"Female","Male",1.666667,"0-2","Separate households","0","9","8",28,,"0x","0x","0x","> 50x","21-50x","> 50x","Not at all","Not at all","Not at all","More than 50 times","More than 50 times","21 to 50 times","More than 50 times","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times","More than 50 times"
31,31,"Female","Male",9.166667,"6-10","Cohabiting","2","3","7",14,17,"1-5x","1-5x","1-5x","1-5x","0x","0x","1 to 5 times","1 to 5 times","1 to 5 times","Not at all","Not at all","Not at all","1 to 5 times","Not at all","Not at all","21 to 50 times","11 to 20 times","11 to 20 times"
34,38,"Female","Male",6.25,"6-10","Cohabiting","2","9","10 - Completely satisfied",22,24,"> 50x","> 50x","> 50x","> 50x","21-50x","> 50x","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","21 to 50 times","More than 50 times","Not at all","Not at all","Not at all"
38,40,"Female","Male",18.75,"11-20","Cohabiting","2","6","7",17,13,"1-5x","1-5x","1-5x","1-5x","1-5x","1-5x","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","6 to 10 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","11 to 20 times","11 to 20 times","21 to 50 times"
43,42,"Male","Female",12.66667,"11-20","Cohabiting","3+","7","7",19,20,"6-10x","6-10x","1-5x","> 50x","> 50x","> 50x","6 to 10 times","6 to 10 times","1 to 5 times","6 to 10 times","6 to 10 times","1 to 5 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times"
37,35,"Female","Male",10.41667,"6-10","Cohabiting","0","9","10 - Completely satisfied",22,23,"21-50x","11-20x","11-20x","21-50x","11-20x","11-20x","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times"
27,34,"Female","Male",.75,"0-2","Cohabiting","0","10 - Completely satisfied","10 - Completely satisfied",27,26,"> 50x","> 50x","> 50x","> 50x","21-50x","11-20x","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","21 to 50 times","11 to 20 times","More than 50 times","More than 50 times","11 to 20 times"
50,52,"Female","Male",32.83333,"21+","Cohabiting","3+","8","5",22,18,"1-5x","1-5x","0x","1-5x","1-5x","0x","1 to 5 times","1 to 5 times","Not at all","11 to 20 times","11 to 20 times","6 to 10 times","1 to 5 times","1 to 5 times","Not at all","11 to 20 times","11 to 20 times","6 to 10 times"
21,25,"Female","Male",2.166667,"0-2","Cohabiting","0","9","9",27,25,"21-50x","21-50x","11-20x","21-50x","11-20x","6-10x","21 to 50 times","21 to 50 times","11 to 20 times","More than 50 times","21 to 50 times","21 to 50 times","21 to 50 times","11 to 20 times","6 to 10 times","21 to 50 times","11 to 20 times","11 to 20 times"
42,39,"Male","Female",15.5,"11-20","Cohabiting","2",,"8",19,21,"1-5x","1-5x","1-5x","21-50x","21-50x","21-50x","1 to 5 times","1 to 5 times","1 to 5 times","21 to 50 times","11 to 20 times","6 to 10 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times"
